name,lat,lon,alt_km
NORAD-18525,-57.2445,-50.7339,955.4
NORAD-18526,-26.3436,-57.2248,688.0
NORAD-18527,-45.1244,-177.4819,955.3
NORAD-18530,89.6854,50.2426,1109.2
NORAD-18533,-71.5872,152.8378,1313.2
NORAD-18534,-27.0391,171.1073,1311.1
NORAD-18538,38.5691,151.0766,1266.3
NORAD-18539,-71.1063,-143.6052,1483.5
NORAD-18540,19.0840,121.0819,1832.8
NORAD-18545,20.1421,-104.8177,846.3
NORAD-18549,15.0673,53.7023,1247.7
NORAD-18550,14.1816,91.9344,856.8
NORAD-18551,62.0714,123.5313,1252.4
NORAD-18552,0.0923,-102.9827,805.0
NORAD-18556,-4.2119,-152.4685,939.4
NORAD-18560,-42.9111,-148.0924,1037.6
NORAD-18561,-28.4506,-102.5167,1143.3
NORAD-18562,32.3355,-59.3488,1044.3
NORAD-18565,-59.4850,-87.8310,1116.8
NORAD-18570,6.1098,-32.8142,36226.1
NORAD-18571,-1.0775,-88.1716,10054.1
NORAD-18575,3.9919,92.4498,35751.4
NORAD-18578,8.9371,57.2003,35760.1
NORAD-18583,9.0226,-7.0157,36400.4
NORAD-18584,10.5639,42.0868,35557.3
NORAD-18585,37.7116,46.6129,766.9
NORAD-18586,73.9681,6.5867,775.7
NORAD-18589,-50.4807,-161.8600,3177.0
NORAD-18591,64.4491,20.7178,1453.5
NORAD-18592,-77.8289,-124.8214,799.9
NORAD-18597,-13.6769,-170.3583,1132.8
NORAD-18599,5.1364,-29.3940,1394.1
NORAD-18600,13.9161,-128.6104,1550.9
NORAD-18601,-74.7965,-64.4141,858.3
NORAD-18602,55.1042,139.8639,1688.5
NORAD-18606,1.0682,38.1027,1887.9
NORAD-18608,73.1033,65.4883,667.9
NORAD-18615,-34.5818,64.9626,4204.6
NORAD-18616,59.7173,168.3162,1050.6
NORAD-18631,-2.5948,-81.2984,35769.0
NORAD-18634,5.4198,72.5141,34977.2
NORAD-18637,82.2200,-32.8425,773.6
NORAD-18639,32.6900,93.0124,941.3
NORAD-18640,-29.0545,-146.8419,896.0
NORAD-18645,74.0512,160.6332,1473.9
NORAD-18647,76.8573,1.4560,1437.8
NORAD-18648,11.2490,-31.5380,1526.2
NORAD-18651,-12.2886,149.8601,1326.7
NORAD-18665,-28.5798,119.7831,731.5
NORAD-18670,-17.0702,-36.4381,1285.4
NORAD-18671,-10.1273,-68.2597,1586.9
NORAD-18675,-23.3739,141.5465,1255.1
NORAD-18680,5.9183,123.9047,860.0
NORAD-18681,32.8674,-32.3017,733.9
NORAD-18688,-72.4526,-4.6044,3686.8
NORAD-18689,-10.5788,-164.3451,2649.8
NORAD-18691,54.9859,144.2346,1272.5
NORAD-18693,-1.7183,-67.7110,1381.1
NORAD-18697,-7.5296,-142.3527,694.5
NORAD-18698,-36.3017,133.4189,735.5
NORAD-18701,-57.0014,16.3194,28080.5
NORAD-18704,-14.4549,56.9856,25706.9
NORAD-18709,-49.1907,-152.4532,1003.7
NORAD-18710,20.7391,162.4140,971.1
NORAD-18715,7.7850,86.6854,37092.2
NORAD-18718,-3.8319,133.6387,35586.2
NORAD-18725,65.4873,-32.0120,1473.0
NORAD-18727,-3.7513,126.2972,1391.0
NORAD-18728,-40.3301,49.1252,1589.2
NORAD-18729,-37.0444,-46.7465,1506.6
NORAD-18730,70.9228,-5.7767,1582.6
NORAD-18731,-24.7098,-46.8008,1512.8
NORAD-18737,73.3457,55.4622,1509.0
NORAD-18742,-72.7653,44.2833,1475.2
NORAD-18746,-73.4492,65.1939,1287.2
NORAD-18747,19.7821,-91.9317,1528.1
NORAD-18749,77.1143,-169.3281,610.3
NORAD-18751,-51.5453,-67.9001,1611.5
NORAD-18752,13.3782,72.4050,1436.8
NORAD-18753,45.8719,69.1015,1471.3
NORAD-18754,5.8510,-43.4277,1463.7
NORAD-18755,54.5465,162.4709,1472.9
NORAD-18756,-68.5535,-89.3206,1528.8
NORAD-18757,-72.4469,106.9464,1092.3
NORAD-18758,-64.0022,-9.7792,1511.6
NORAD-18764,-23.0357,-85.8193,685.9
NORAD-18765,10.8227,117.3459,696.4
NORAD-18766,35.2886,90.6824,735.0
NORAD-18767,-59.1749,8.0260,789.7
NORAD-18775,17.4356,-113.7538,929.1
NORAD-18779,24.7490,1.6722,754.0
NORAD-18783,53.0619,-6.7641,1258.8
NORAD-18784,-77.4557,-27.2603,1309.3
NORAD-18785,79.6639,-41.1980,1031.4
NORAD-18788,-54.8231,-141.8270,1425.1
NORAD-18789,2.3098,24.5718,1414.6
NORAD-18790,-66.2462,36.9800,1425.8
NORAD-18791,-66.7919,27.4202,1425.1
NORAD-18792,30.6610,-16.5472,1411.7
NORAD-18793,-61.3977,150.2694,1398.9
NORAD-18794,-82.3768,-101.9069,1482.0
NORAD-18800,61.1570,-150.9968,1542.4
NORAD-18801,-51.0419,33.3335,1284.8
NORAD-18802,-71.1360,-30.0741,1497.9
NORAD-18803,-33.5238,138.2171,1589.4
NORAD-18804,-72.4329,-95.0731,1506.9
NORAD-18805,36.7368,-157.1849,1511.7
NORAD-18806,-67.7832,61.0082,1478.8
NORAD-18820,14.0182,-87.0038,939.6
NORAD-18821,-15.4436,95.0980,967.9
NORAD-18822,52.5945,155.6360,799.9
NORAD-18866,30.3500,-169.2830,1060.0
NORAD-18870,27.7778,-91.4546,1522.1
NORAD-18877,7.6761,108.5236,36436.7
NORAD-18881,7.5698,40.6267,5251.4
NORAD-18883,-7.2742,80.3610,34409.8
NORAD-18902,-60.7152,79.6890,717.4
NORAD-18904,-26.1944,-17.6494,5952.8
NORAD-18906,-28.3927,-148.4888,1514.6
NORAD-18907,12.9296,-67.9774,501.3
NORAD-18910,47.7421,41.3581,1481.7
NORAD-18922,9.0265,83.7968,35769.1
NORAD-18937,-5.8964,62.1275,1470.4
NORAD-18938,20.0916,-7.0249,1484.6
NORAD-18939,-71.8721,-143.6372,1480.3
NORAD-18940,-3.1931,-154.8051,1476.2
NORAD-18941,-42.8917,121.8649,1470.7
NORAD-18942,65.5756,109.7808,1435.7
NORAD-18943,57.0899,160.0470,1425.4
NORAD-18944,-39.6820,-75.1239,1412.1
NORAD-18945,-63.9314,-98.6847,1699.3
NORAD-18946,53.1168,-95.5481,31071.5
NORAD-18949,54.3049,-68.6153,25690.0
NORAD-18951,7.0252,118.1851,35968.0
NORAD-18952,-12.4169,-169.4220,36382.1
NORAD-18953,1.4481,-137.4176,33004.2
NORAD-18957,-3.8902,36.7093,994.6
NORAD-18958,35.1280,100.5398,513.5
NORAD-18959,66.2834,37.7373,605.3
NORAD-18960,-7.2649,31.6159,907.2
NORAD-18961,-18.0898,-143.7143,924.6
NORAD-18962,82.8134,144.5296,4446.2
NORAD-18964,11.5880,-32.9595,1258.3
NORAD-18965,57.3011,173.7147,1273.1
NORAD-18967,-40.5207,157.3773,1308.0
NORAD-18969,72.5097,44.0272,1471.9
NORAD-18985,-47.9845,-68.2676,1020.1
NORAD-18986,-25.2394,-110.3764,973.1
NORAD-18998,-47.3683,-75.4746,1069.1
NORAD-19000,60.6199,125.2759,1615.7
NORAD-19005,9.6717,61.0058,1486.6
NORAD-19008,-9.3943,-144.2500,3128.0
NORAD-19017,7.1045,-28.8139,36628.6
NORAD-19020,-0.2503,118.4382,36450.4
NORAD-19024,14.0959,8.7857,793.5
NORAD-19025,-43.4981,56.9708,810.4
NORAD-19026,-80.0138,47.3258,1012.3
NORAD-19027,4.9315,-5.2156,841.9
NORAD-19030,48.7611,-161.3909,3636.4
NORAD-19033,38.1529,158.1621,1428.0
NORAD-19038,1.4570,-153.3550,767.3
NORAD-19039,-3.1748,104.9032,783.5
NORAD-19046,3.2069,-37.6004,495.5
NORAD-19047,-47.6929,53.5567,813.0
NORAD-19048,22.9348,169.3197,645.8
NORAD-19051,-42.3682,114.4154,3696.7
NORAD-19070,32.4494,-10.4932,1126.3
NORAD-19071,-83.9928,166.7477,1057.4
NORAD-19072,52.3830,-10.9328,1134.9
NORAD-19073,-9.3851,171.8356,35637.5
NORAD-19076,-8.6422,163.9543,35759.7
NORAD-19077,-72.5633,-39.5199,1058.7
NORAD-19078,87.8954,-49.9527,1161.4
NORAD-19090,-0.7657,122.3954,37280.1
NORAD-19094,9.9408,30.6133,35549.0
NORAD-19102,-73.8712,-159.2337,683.6
NORAD-19105,80.4941,25.4894,656.5
NORAD-19111,44.5734,-31.1659,1387.7
NORAD-19112,-51.4374,-102.9997,1654.9
NORAD-19113,-56.1180,160.9097,1267.6
NORAD-19119,21.9496,124.7641,847.5
NORAD-19120,-0.4897,133.6914,850.0
NORAD-19121,4.5544,-26.9773,36283.7
NORAD-19122,7.2986,-34.8423,31212.2
NORAD-19125,-24.6690,92.9386,904.7
NORAD-19126,11.0165,161.0989,1034.0
NORAD-19127,56.5811,-53.6119,956.2
NORAD-19128,32.2549,-53.8749,958.0
NORAD-19133,-40.5512,-120.9453,1466.4
NORAD-19134,31.0036,-153.6960,1416.9
NORAD-19136,80.2780,170.6249,1035.5
NORAD-19137,81.9650,-78.2698,1297.5
NORAD-19138,46.9130,-30.6947,1482.4
NORAD-19139,-26.7995,172.8195,1821.8
NORAD-19140,-36.7006,-18.5032,1115.2
NORAD-19143,-2.1943,-158.0843,1640.2
NORAD-19144,25.0205,2.3047,1741.3
NORAD-19150,-49.7184,124.9465,829.8
NORAD-19162,-53.6741,0.9325,942.3
NORAD-19163,56.0619,83.3482,19119.2
NORAD-19164,41.0310,-164.5615,19133.3
NORAD-19165,30.2016,54.9466,19130.7
NORAD-19168,26.8139,50.8597,19133.0
NORAD-19169,20.5752,42.4823,15459.5
NORAD-19170,-38.5008,91.4649,16763.9
NORAD-19174,-79.4136,-152.8022,1711.5
NORAD-19175,-71.2848,3.6281,1354.9
NORAD-19176,-11.1266,-98.3081,1645.6
NORAD-19178,-30.9745,-164.4931,1635.0
NORAD-19181,78.3065,-115.2208,1018.6
NORAD-19183,59.6650,-145.5659,1214.3
NORAD-19185,62.1095,-28.8581,1254.0
NORAD-19195,30.8857,-150.6298,1489.7
NORAD-19196,70.7170,143.4186,1489.8
NORAD-19210,47.7449,8.7181,469.7
NORAD-19211,15.9850,-48.8398,605.9
NORAD-19215,-8.1087,-85.3963,36743.2
NORAD-19217,-7.7533,-177.2996,36045.4
NORAD-19219,1.0908,-72.8018,27265.6
NORAD-19221,0.7722,150.1673,811.9
NORAD-19223,-82.7310,-135.2819,1197.0
NORAD-19226,-36.4785,129.1914,1655.2
NORAD-19228,34.6774,85.4898,1226.4
NORAD-19230,40.2355,-40.0456,1702.7
NORAD-19232,-19.3119,-142.3560,1752.0
NORAD-19233,3.3810,61.1717,1612.2
NORAD-19234,-11.2063,-41.1494,1901.7
NORAD-19235,66.0695,145.5717,926.8
NORAD-19238,25.7838,178.4446,987.2
NORAD-19242,-29.0893,-6.5050,1263.2
NORAD-19244,-9.6099,-171.8850,1998.8
NORAD-19245,68.5627,-41.0427,813.6
NORAD-19250,56.2607,-106.7380,840.4
NORAD-19256,-73.1629,-105.2936,788.9
NORAD-19257,12.2088,27.7471,779.9
NORAD-19260,39.6279,73.0398,691.4
NORAD-19261,69.8081,42.6614,686.9
NORAD-19274,48.6862,-84.8209,459.0
NORAD-19275,19.6632,77.7697,615.7
NORAD-19290,-35.0166,117.0201,1069.9
NORAD-19291,-72.0856,177.7090,1499.3
NORAD-19293,-63.8717,46.9128,1143.6
NORAD-19294,-37.7638,-147.0169,753.5
NORAD-19295,78.4432,-0.1374,1851.1
NORAD-19302,-7.9213,69.6623,830.8
NORAD-19306,55.5192,101.8446,1658.1
NORAD-19309,62.3482,-44.0156,1918.2
NORAD-19311,-1.9081,109.9508,878.4
NORAD-19314,63.9713,-9.3730,3300.7
NORAD-19316,75.5845,-127.8548,1592.3
NORAD-19317,49.3088,-137.7975,1604.4
NORAD-19324,-68.5727,53.3782,1005.5
NORAD-19325,-46.3285,-124.3123,985.5
NORAD-19330,7.9465,70.0559,35767.3
NORAD-19331,-1.0885,-51.7255,36441.5
NORAD-19336,-50.6562,-88.8034,1222.2
NORAD-19337,70.7233,-54.5820,1197.9
NORAD-19344,6.9788,79.0923,35779.6
NORAD-19347,-9.1134,-109.6324,36388.3
NORAD-19351,36.8898,2.0263,994.9
NORAD-19355,-25.5763,-35.1663,1250.3
NORAD-19359,-37.6834,-2.3922,722.9
NORAD-19360,-78.0806,-28.5841,1489.3
NORAD-19362,55.0416,-3.7329,588.5
NORAD-19363,69.5624,143.6896,1028.9
NORAD-19365,16.3628,-84.9229,804.2
NORAD-19367,-36.7165,138.4898,1070.7
NORAD-19391,73.7985,-135.4239,949.4
NORAD-19396,-37.7338,-8.1865,543.2
NORAD-19397,-11.3621,-144.1335,35928.7
NORAD-19400,-7.0717,154.2487,35646.3
NORAD-19419,52.3763,167.7716,1138.0
NORAD-19420,-23.2885,-11.8772,1047.6
NORAD-19421,-0.1151,168.2317,1169.7
NORAD-19422,-23.4620,42.3743,1016.5
NORAD-19425,24.7282,155.3065,1116.7
NORAD-19429,-22.0580,-111.5450,841.8
NORAD-19439,-64.1307,-7.0632,1209.9
NORAD-19440,51.8085,15.4809,1476.5
NORAD-19450,15.5318,154.4992,1688.2
NORAD-19451,-33.1383,165.5845,1650.4
NORAD-19453,-23.2049,44.6610,771.9
NORAD-19458,23.6846,27.9793,17285.4
NORAD-19460,-36.2183,62.0389,790.3
NORAD-19467,-62.5445,14.2880,888.0
NORAD-19468,-59.2002,-137.3847,882.4
NORAD-19473,21.7888,5.3063,910.4
NORAD-19475,56.5732,-60.5163,1667.9
NORAD-19478,54.6073,-163.4263,11255.3
NORAD-19479,32.6249,146.5073,684.4
NORAD-19483,-5.5331,-104.8094,35809.0
NORAD-19484,-2.4626,156.9142,35943.9
NORAD-19490,-8.6920,-120.8508,23568.1
NORAD-19501,39.3357,-57.4829,19109.0
NORAD-19502,-58.5184,149.1143,19176.3
NORAD-19503,-12.7550,-85.2961,19150.8
NORAD-19505,-65.0214,-178.4350,19106.4
NORAD-19508,-6.2715,164.5940,36101.4
NORAD-19511,-73.6498,-33.4934,1275.0
NORAD-19512,39.0463,-0.2513,1527.5
NORAD-19515,46.2395,-57.6820,1002.7
NORAD-19516,58.9452,-9.2739,1025.0
NORAD-19518,-25.3639,117.7371,20310.7
NORAD-19531,-38.3765,-82.9557,845.7
NORAD-19535,-51.1824,153.8602,2287.5
NORAD-19537,-51.5624,135.1260,16849.4
NORAD-19548,0.7461,-49.1317,35641.4
NORAD-19549,-23.4833,151.6431,2870.2
NORAD-19550,12.0616,18.8610,35797.2
NORAD-19554,-69.8274,51.6800,29437.4
NORAD-19557,-4.8548,-113.2422,27620.5
NORAD-19559,77.7809,-178.8765,1130.9
NORAD-19562,2.8094,-125.0434,786.3
NORAD-19573,-35.1847,-45.1994,495.9
NORAD-19574,-78.5172,-147.5382,621.9
NORAD-19576,48.8750,156.5610,1241.9
NORAD-19577,-89.4354,166.8563,1038.4
NORAD-19580,76.0684,-74.3701,1198.3
NORAD-19590,60.6954,24.3793,1551.5
NORAD-19592,19.3822,-77.1159,19823.8
NORAD-19593,-46.9681,153.5417,1315.2
NORAD-19594,-74.2766,8.4506,771.7
NORAD-19595,24.1611,158.8790,15904.4
NORAD-19596,10.8310,47.0548,35815.5
NORAD-19599,-25.3252,-114.4910,561.2
NORAD-19608,-61.1414,-55.9044,32248.2
NORAD-19611,-33.3948,159.4101,35890.8
NORAD-19621,-7.7441,-74.3250,36094.1
NORAD-19622,3.7763,-150.2023,16752.3
NORAD-19638,26.7937,-139.1773,1094.7
NORAD-19640,12.8795,69.2187,1631.0
NORAD-19643,-43.4132,-50.9924,859.3
NORAD-19646,10.2933,-138.0458,1094.3
NORAD-19649,25.3389,91.7143,851.9
NORAD-19650,-64.1373,172.7930,853.3
NORAD-19656,-38.1480,94.0071,1136.4
NORAD-19657,22.7335,-92.7356,854.1
NORAD-19658,-63.3588,-112.2835,984.2
NORAD-19659,-12.7540,-67.9127,1071.3
NORAD-19664,-8.8693,144.9691,1249.4
NORAD-19667,43.0126,-108.0807,1175.2
NORAD-19683,-11.0338,-110.8274,36837.4
NORAD-19686,7.7058,-22.1994,35505.5
NORAD-19687,-0.9801,127.6429,35967.7
NORAD-19688,3.8433,137.7855,36288.7
NORAD-19689,-5.7587,89.3288,30673.8
NORAD-19710,14.0477,41.4792,35801.5
NORAD-19749,-61.5919,-21.5736,19139.4
NORAD-19750,-64.4093,-64.3974,19118.4
NORAD-19751,63.3034,149.8593,19153.7
NORAD-19753,7.9125,41.7460,19185.7
NORAD-19754,-19.1792,-134.0034,19082.7
NORAD-19755,-52.2535,-174.9213,17599.1
NORAD-19765,-2.2873,130.4714,36055.7
NORAD-19769,-21.1619,164.5167,777.6
NORAD-19770,24.0035,36.6007,760.7
NORAD-19772,4.1095,-23.6560,36148.0
NORAD-19773,-7.1712,-50.9723,28840.7
NORAD-19776,-9.6807,-107.5311,36541.3
NORAD-19777,-3.8970,-77.2920,36444.2
NORAD-19785,-53.3051,133.1100,1410.4
NORAD-19786,64.0919,144.6690,1412.1
NORAD-19787,49.0097,-33.8778,1410.0
NORAD-19788,-27.0159,-51.7211,1415.6
NORAD-19789,55.5101,-66.3445,1416.1
NORAD-19790,-9.9573,-83.2987,1425.9
NORAD-19791,-52.7948,-86.4388,1432.6
NORAD-19799,-59.9311,44.5188,25675.0
NORAD-19802,-54.8896,-22.9289,21520.1
NORAD-19807,51.5846,141.7355,35378.0
NORAD-19810,48.2448,149.9441,15971.3
NORAD-19826,82.0744,-65.0627,991.6
NORAD-19827,-26.9781,24.4084,1014.6
NORAD-19831,67.3947,-129.9042,676.0
NORAD-19834,39.1322,133.2060,772.2
NORAD-19851,-82.4708,19.8881,966.3
NORAD-19852,49.9228,149.7599,950.3
NORAD-19853,-73.7271,-171.8212,1063.4
NORAD-19856,19.8466,148.6509,11859.1
NORAD-19857,-1.1532,-44.7100,35078.0
NORAD-19874,13.7645,27.2238,35999.9
NORAD-19876,-14.7943,-130.7805,36669.9
NORAD-19883,3.2042,127.3348,36360.4
NORAD-19891,-65.7181,113.7668,3480.6
NORAD-19902,-40.5116,-41.8358,1442.5
NORAD-19903,-66.1688,-101.5269,1438.7
NORAD-19904,-66.8647,59.9019,1464.7
NORAD-19905,51.4040,-35.8990,1442.4
NORAD-19906,42.7865,36.4817,1461.8
NORAD-19907,62.2930,-25.5156,1472.9
NORAD-19908,24.9886,177.2645,1478.9
NORAD-19909,37.3019,92.3360,1511.5
NORAD-19910,-27.0069,35.0866,1539.1
NORAD-19913,-6.6488,-122.5479,35740.4
NORAD-19919,-4.8634,157.4988,36081.6
NORAD-19920,0.8325,-40.8140,14239.6
NORAD-19921,-76.2761,-13.2322,1016.2
NORAD-19922,-29.8053,92.6766,959.4
NORAD-19928,4.0492,98.7030,35758.0
NORAD-19931,-1.2845,-63.6288,36524.7
NORAD-19945,65.7316,70.5819,712.5
NORAD-19948,-72.2177,24.5865,1285.0
NORAD-19949,44.5161,-131.0280,1162.1
NORAD-19950,-12.4410,156.4600,1284.5
NORAD-19951,4.3338,-0.1938,18370.6
NORAD-19954,2.3525,46.4814,1244.8
NORAD-19960,30.9424,-54.7116,1818.0
NORAD-19961,61.4160,169.4581,959.6
NORAD-19964,-88.0826,-7.7814,1302.6
NORAD-19970,26.2543,-93.1452,14467.2
NORAD-19981,16.4878,97.1251,3127.1
NORAD-19983,-3.3497,-51.9574,34893.1
NORAD-20008,52.2755,-116.1487,1061.1
NORAD-20011,6.2146,-21.0966,931.8
NORAD-20012,-42.9640,38.5487,1295.6
NORAD-20014,64.8177,-71.7351,978.7
NORAD-20016,-5.5936,-65.1630,1145.6
NORAD-20024,-39.8986,-106.3190,19148.9
NORAD-20025,30.7847,80.8425,19100.3
NORAD-20026,-63.7343,167.7653,19101.1
NORAD-20028,-50.9099,130.1879,19098.5
NORAD-20029,-59.7381,-162.0398,722.8
NORAD-20030,60.3076,24.2508,1697.3
NORAD-20031,-37.7341,146.2799,1301.7
NORAD-20032,-8.4289,121.1324,623.2
NORAD-20040,-6.1213,148.6897,35934.9
NORAD-20041,-13.9886,-137.3792,35643.6
NORAD-20044,-40.5190,-107.2176,19148.2
NORAD-20045,-66.4179,-166.5624,963.5
NORAD-20046,-80.4350,-171.2951,1000.7
NORAD-20048,-49.5907,141.3293,1257.9
NORAD-20061,46.8629,-101.7516,21336.7
NORAD-20066,-8.7540,-94.0626,36203.4
NORAD-20069,-4.2901,-75.5448,35356.7
NORAD-20081,52.5283,91.4319,598.9
NORAD-20082,-57.9038,-83.0086,16397.4
NORAD-20083,12.3346,17.4974,36214.0
NORAD-20086,12.2397,11.2465,36454.1
NORAD-20087,31.2461,-99.1953,979.2
NORAD-20088,15.0718,135.2009,1532.6
NORAD-20089,-62.9671,-51.0824,865.5
NORAD-20090,-14.3779,-61.3247,530.6
NORAD-20100,-55.1227,-150.9844,1117.4
NORAD-20103,56.7281,-98.8228,956.6
NORAD-20104,-73.8467,175.1808,957.2
NORAD-20107,10.8774,59.8829,36137.9
NORAD-20110,-4.1749,137.9632,34992.7
NORAD-20122,-0.3625,-61.2175,35439.8
NORAD-20127,-3.3844,-178.4991,4855.9
NORAD-20129,28.2950,17.3119,1157.7
NORAD-20131,71.4310,152.4966,1279.8
NORAD-20149,-82.6637,89.3746,1003.5
NORAD-20150,67.5997,-73.2718,972.8
NORAD-20168,-7.3596,171.7706,35889.6
NORAD-20169,6.7006,28.4413,9257.6
NORAD-20170,-6.9600,-31.3510,12531.8
NORAD-20174,66.1484,-89.7822,838.6
NORAD-20185,39.7201,-160.3295,21576.1
NORAD-20193,14.8407,57.8147,36079.5
NORAD-20196,-68.5283,104.4557,1519.2
NORAD-20197,-69.2446,98.8531,1520.6
NORAD-20202,11.1504,63.6340,36333.8
NORAD-20203,-14.6585,-113.4163,36134.6
NORAD-20205,10.2764,2.5515,35474.8
NORAD-20217,-12.6773,-105.0607,36791.9
NORAD-20229,-2.7923,19.7358,8736.9
NORAD-20232,78.1637,179.0825,1397.1
NORAD-20233,8.7870,136.3605,1400.9
NORAD-20234,80.7985,-107.8057,1414.7
NORAD-20235,-53.5525,-8.9659,1424.4
NORAD-20236,-20.0405,-7.6863,1420.1
NORAD-20237,26.3704,178.0920,1416.2
NORAD-20238,33.8036,134.5367,1472.5
NORAD-20253,2.5824,125.8927,35797.3
NORAD-20261,-39.7358,176.8211,2167.4
NORAD-20262,-3.7842,-119.0188,1169.9
NORAD-20263,9.8821,65.4307,35834.5
NORAD-20266,-11.6759,-140.1523,35800.9
NORAD-20281,18.0106,140.8605,1439.6
NORAD-20283,28.3168,93.7226,1013.6
NORAD-20284,-2.1491,-103.3671,1389.6
NORAD-20285,73.1944,178.0656,1552.6
NORAD-20301,63.4554,76.2182,834.6
NORAD-20302,13.3137,-40.5449,21220.2
NORAD-20305,1.9383,-123.2648,1251.9
NORAD-20306,-18.1256,-114.0334,1219.7
NORAD-20308,67.9711,163.4398,1690.6
NORAD-20315,3.8861,-10.5401,36171.0
NORAD-20316,-4.1712,-28.2079,12623.1
NORAD-20317,-7.8430,161.8262,37139.9
NORAD-20322,4.8239,-18.6432,890.2
NORAD-20323,-7.4138,-12.4194,742.0
NORAD-20324,64.9756,7.8932,815.9
NORAD-20327,60.8855,124.1635,397.1
NORAD-20328,-28.3496,167.4819,889.9
NORAD-20330,26.0528,-143.0966,4602.2
NORAD-20333,-24.5541,-70.4122,31011.4
NORAD-20344,20.7660,-22.5673,8007.8
NORAD-20348,46.8093,13.4482,884.9
NORAD-20349,23.7889,-102.3071,2249.7
NORAD-20355,6.6278,104.6993,34698.1
NORAD-20356,12.5218,-83.9625,21188.9
NORAD-20357,-14.7719,-108.9708,37364.0
NORAD-20360,74.8662,78.0659,824.9
NORAD-20361,-13.3557,-32.1787,21190.2
NORAD-20367,3.3346,105.0718,35803.6
NORAD-20370,6.9653,93.6218,36430.8
NORAD-20391,-10.7240,-178.2980,35784.2
NORAD-20394,6.5379,94.8474,36367.8
NORAD-20401,-6.7152,-75.8755,36100.7
NORAD-20402,15.8224,59.1727,36390.8
NORAD-20404,-19.7590,-55.6216,28448.2
NORAD-20410,-4.0308,160.4621,35994.6
NORAD-20411,21.9070,34.5499,7502.2
NORAD-20413,-67.4555,-10.3485,79626.5
NORAD-20432,67.3737,132.2740,781.1
NORAD-20433,-37.6824,-12.8706,791.0
NORAD-20434,49.9554,-64.1918,736.5
NORAD-20435,36.2636,-119.4876,688.3
NORAD-20436,76.0706,176.0715,644.3
NORAD-20437,54.0682,-163.7252,787.7
NORAD-20438,35.5058,-150.4765,793.1
NORAD-20439,-76.7096,-123.5261,797.5
NORAD-20440,4.0460,10.6129,780.5
NORAD-20441,4.1379,-172.6232,794.5
NORAD-20442,-11.9200,-0.4689,785.0
NORAD-20443,-34.6128,-138.4015,777.4
NORAD-20452,-6.6418,-75.8388,21209.1
NORAD-20453,32.3960,103.0917,349.4
NORAD-20465,-1.7657,-107.9828,540.2
NORAD-20466,-55.8218,-50.8422,619.7
NORAD-20469,-17.1005,80.2497,17141.7
NORAD-20473,8.0387,98.8576,35779.1
NORAD-20474,-7.1665,-162.9536,8260.2
NORAD-20478,36.6468,-146.8454,911.1
NORAD-20479,-14.8230,85.0005,1310.0
NORAD-20480,13.1562,-100.4640,1217.0
NORAD-20488,-6.7725,21.4166,15025.9
NORAD-20491,43.3691,-75.8010,952.2
NORAD-20499,-5.3789,-84.3259,35835.0
NORAD-20502,-12.4497,-149.2320,35705.7
NORAD-20503,-64.1065,-125.6977,820.6
NORAD-20505,-11.5173,-162.9442,709.7
NORAD-20508,44.5093,29.8422,958.4
NORAD-20509,80.3540,46.5632,1008.3
NORAD-20510,48.9342,-12.3560,518.2
NORAD-20511,-46.7646,-97.7227,648.4
NORAD-20523,-9.0124,-164.8012,36036.8
NORAD-20527,69.6620,137.8007,1004.1
NORAD-20528,30.2477,107.6078,1013.8
NORAD-20533,-22.8644,-166.8843,21097.9
NORAD-20536,48.6155,165.2159,10223.2
NORAD-20547,77.7850,104.4030,401.4
NORAD-20549,-58.8980,-89.6932,1479.7
NORAD-20550,-42.4712,-141.8190,1474.3
NORAD-20551,-70.1947,118.3694,1471.2
NORAD-20552,-32.7982,-65.9171,1472.8
NORAD-20553,40.4586,14.4088,1459.7
NORAD-20554,52.5334,79.5651,1464.8
NORAD-20555,-19.6676,-58.9263,1464.5
NORAD-20556,31.4389,-13.7219,1466.9
NORAD-20557,12.0198,173.3159,1493.6
NORAD-20558,2.4117,136.4430,36091.3
NORAD-20559,21.9798,127.3189,4709.9
NORAD-20560,6.4798,47.2745,603.6
NORAD-20561,-34.3429,51.1295,686.8
NORAD-20562,6.5340,-130.4437,687.0
NORAD-20563,66.2083,-136.9096,590.4
NORAD-20564,-81.3994,-130.8709,629.3
NORAD-20565,55.2895,31.1772,565.5
NORAD-20570,-0.5564,-32.7139,36038.5
NORAD-20571,20.5246,-157.6662,576.3
NORAD-20575,-11.0386,86.0490,577.9
NORAD-20576,-20.1936,-126.6114,490.8
NORAD-20577,-45.0984,47.8845,1016.3
NORAD-20578,14.6146,29.9469,979.1
NORAD-20580,16.8247,28.5673,475.3
NORAD-20599,30.4050,-97.7486,15482.0
NORAD-20607,-88.3921,39.1581,598.4
NORAD-20608,-77.6911,32.2669,700.1
NORAD-20619,63.7599,-12.3431,19197.0
NORAD-20620,-7.6364,-89.4685,19090.8
NORAD-20621,-9.1550,-89.9004,19225.1
NORAD-20623,-1.8436,-88.0293,19078.8
NORAD-20624,2.1176,-92.3232,862.3
NORAD-20625,55.8751,154.4345,834.5
NORAD-20626,-20.8196,-46.6999,1002.8
NORAD-20627,1.9144,-31.8870,971.2
NORAD-20628,27.9468,104.6961,1132.4
